episode,total_reward,episode_length,avg_loss,avg_q_value,epsilon,timestamp,total_steps,training_time_seconds,eval_reward,buffer_reward_min,buffer_reward_max,buffer_reward_mean,buffer_reward_std
2630,550.0,411,0.005923565162811428,150.36449397773276,0.01,2026-01-23T00:19:12.909654,1053540,1.1832807064056396,,0.0,3.25,0.009305,0.13754877
2631,475.0,407,0.00726021371970308,126.83145116015179,0.01,2026-01-23T00:19:14.108817,1053947,1.1816565990447998,,0.0,3.25,0.00933,0.1375698
2632,575.0,421,0.0049587130003298325,125.26667023840405,0.01,2026-01-23T00:19:15.321479,1054368,1.1938555240631104,,0.0,3.25,0.00935,0.13758664
2633,450.0,392,0.004973441883186369,170.0156679382691,0.01,2026-01-23T00:19:16.476208,1054760,1.1367084980010986,,0.0,3.25,0.009345,0.13758244
2634,575.0,440,0.006955805036175827,114.97433599558744,0.01,2026-01-23T00:19:17.762696,1055200,1.2686161994934082,,0.0,3.25,0.009365,0.13759923
2635,150.0,288,0.003391627067079147,186.6250069716881,0.01,2026-01-23T00:19:18.619840,1055488,0.8390512466430664,,0.0,3.25,0.0093,0.13683389
2636,475.0,407,0.0033905843534739687,115.44854173427674,0.01,2026-01-23T00:19:19.813987,1055895,1.1744909286499023,,0.0,3.25,0.0093,0.13683389
2637,25.0,249,0.0025318848739306512,218.00024139404297,0.01,2026-01-23T00:19:20.585808,1056144,0.7537524700164795,,0.0,3.25,0.00928,0.13681696
2638,475.0,367,0.006557988895413776,127.31640167494078,0.01,2026-01-23T00:19:21.668988,1056511,1.0642354488372803,,0.0,3.25,0.00928,0.13681696
2639,575.0,428,0.0023143807165546433,136.79193322431473,0.01,2026-01-23T00:19:23.038574,1056939,1.3514869213104248,,0.0,3.25,0.009265,0.13680428
2640,475.0,421,0.008510577461926178,91.44575041816348,0.01,2026-01-23T00:19:24.333052,1057360,1.275228500366211,,0.0,3.25,0.00936,0.13759503
2641,575.0,353,0.012293973058048222,137.3958595196406,0.01,2026-01-23T00:19:25.418815,1057713,1.0679097175598145,,0.0,3.25,0.00938,0.13761182
2642,475.0,411,0.007368444689616028,111.814223905889,0.01,2026-01-23T00:19:26.670542,1058124,1.2325716018676758,,0.0,3.25,0.00938,0.13761182
2643,575.0,412,0.0061154909140896056,138.02160823926693,0.01,2026-01-23T00:19:27.920018,1058536,1.231550693511963,,0.0,3.25,0.0094,0.13762864
2644,575.0,440,0.0046857332953632895,110.0523973053152,0.01,2026-01-23T00:19:29.226943,1058976,1.2892332077026367,,0.0,3.25,0.009375,0.13760762
2645,475.0,412,0.002588843012095562,97.53825215595525,0.01,2026-01-23T00:19:30.442824,1059388,1.19765043258667,,0.0,3.25,0.009375,0.13760762
2646,575.0,413,0.002644746714005513,139.19517142893304,0.01,2026-01-23T00:19:31.663395,1059801,1.2025389671325684,,0.0,3.25,0.00942,0.13764542
2647,50.0,353,0.012050979852895527,224.3204807826451,0.01,2026-01-23T00:19:32.743189,1060154,1.0521211624145508,,0.0,3.25,0.00931,0.13684233
2648,200.0,423,0.00511575871635051,130.83523154826392,0.01,2026-01-23T00:19:34.034928,1060577,1.273528814315796,,0.0,3.25,0.00928,0.13610245
2649,475.0,515,0.009179058330258928,86.46755488331502,0.01,2026-01-23T00:19:35.554373,1061092,1.501206874847412,,0.0,3.25,0.009255,0.13608122
2650,475.0,448,0.007090739352861419,122.18686448444019,0.01,2026-01-23T00:19:37.038433,1061540,1.3184471130371094,,0.0,3.25,0.00924,0.13606848
2651,575.0,363,0.009308063118767581,166.52660458796734,0.01,2026-01-23T00:19:38.178174,1061903,1.1219420433044434,,0.0,3.25,0.009245,0.13607273
2652,550.0,403,0.003131132072303444,160.72484064102173,0.01,2026-01-23T00:19:39.376883,1062306,1.181208610534668,,0.0,3.25,0.00924,0.13617867
2653,625.0,497,0.0049559253687039015,151.4428867483139,0.01,2026-01-23T00:19:40.868951,1062803,1.4733343124389648,,0.0,3.25,0.009285,0.13621686
